Id,y
50100,1.8294676152986438
50101,2.2941234908778245
50102,1.6264548173544928
50103,2.355813632192363
50104,1.7845970732114713
50105,1.489995683157586
50106,2.016537078031476
50107,2.4334183943186805
50108,1.7621551230318975
50109,1.9042950770530434
50110,1.3284400659190827
50111,1.74324717523767
50112,1.637643139476693
50113,1.6307185357054772
50114,1.7112218839320965
50115,2.1245024725340698
50116,1.3185249099298497
50117,1.797242325164376
50118,1.9719171376069955
50119,1.7114034582083928
50120,2.0919053241932595
50121,2.2069166299308316
50122,1.028504306508542
50123,1.9452821543084569
50124,1.566307982926972
50125,1.9419481085396018
50126,1.4234017180409273
50127,1.8893787925401604
50128,1.650677428480738
50129,1.9245831912039635
50130,2.095167808185008
50131,2.201772281233145
50132,1.6527705861307043
50133,1.6373153874267814
50134,1.868365245749378
50135,2.190438917945575
50136,1.6563436220162466
50137,1.7146239397408118
50138,1.5800441105257241
50139,1.8382561501531818
50140,1.9939704674252021
50141,2.5518496577437366
50142,1.9456624344219922
50143,1.5161528485607958
50144,1.7268142183854565
50145,2.1327527416803727
50146,1.6868506172279605
50147,2.3648735876621996
50148,1.8397479454579941
50149,1.8722677978999398
50150,1.2775250729556196
50151,1.5866036915163213
50152,1.7024681325125988
50153,2.0790970670484645
50154,1.8595543983610483
50155,2.2744656106227135
50156,1.971888765969723
50157,1.1743459968369332
50158,1.970520502568224
50159,1.2201672049072627
50160,1.4661211112926602
50161,2.3322755706616842
50162,2.4494746840068293
50163,2.221145249367421
50164,1.7850596509580026
50165,1.322638391889444
50166,1.4187418541354049
50167,1.7645527463000934
50168,1.749836430206626
50169,1.1279540579814373
50170,2.0026414388307456
50171,2.27137118869896
50172,1.409860831688853
50173,2.00146465193761
50174,1.9466414203642857
50175,1.4131743565475734
50176,2.5677122022436496
50177,2.3930555230107236
50178,2.221849951349472
50179,1.9605680969437338
50180,2.3934463909977413
50181,1.8637878188464576
50182,2.0550488430862046
50183,1.3619111445167258
50184,2.293495202859831
50185,1.5996075272181045
50186,2.2953162042767854
50187,2.4040161418039876
50188,2.2226295362283133
50189,2.2040626747088
50190,2.4482024958032964
50191,2.1720771016607
50192,2.103914597036447
50193,2.216091699461491
50194,1.7982145935235168
50195,1.7401089588546919
50196,2.0551950212260697
50197,1.8542222864539801
50198,2.0351251527960628
50199,2.3132353415112394
50200,1.8748047613868506
50201,2.8509709549986995
50202,1.5255662775661838
50203,1.7455179630320927
50204,1.5537188354643252
50205,1.3750631815266692
50206,1.8587579066889477
50207,2.0059590350788277
50208,1.8515076075407535
50209,1.5998943621174937
50210,1.989647614472041
50211,1.2971739493326258
50212,1.8637477251838694
50213,2.4265610993359847
50214,1.8207361811749871
50215,1.255916777218725
50216,1.3838918125997823
50217,1.4944094243753527
50218,1.744740747126066
50219,2.1031125616572655
50220,2.6614175349425304
50221,2.116595523104007
50222,2.040542551699068
50223,1.8712255646792584
50224,1.5432058391523458
50225,2.2416905517798984
50226,1.7798799854593255
50227,2.1406149873094202
50228,1.7650070032657768
50229,2.0766947495669132
50230,1.918558469241317
50231,1.8175410079609895
50232,2.2719341915674223
50233,2.4158776572575906
50234,1.8252896563366825
50235,1.3429122732627974
50236,1.4770933531980317
50237,1.5294878702247923
50238,1.638057566891776
50239,2.079937613222799
50240,1.853896409016031
50241,1.0936204057071452
50242,2.2545163277213964
50243,1.8327160275921592
50244,1.3570284867788778
50245,1.8294697939758562
50246,2.257762789932691
50247,1.2328027466714415
50248,2.9457584657465317
50249,2.405491957831617
50250,2.2903001549774675
50251,1.7002067200963111
50252,2.3392795233945356
50253,2.1025803920068524
50254,1.6099686972162615
50255,1.7976556703191746
50256,2.1502348668142712
50257,1.8464834792374738
50258,1.891090153579046
50259,2.158490072151749
50260,1.006240992908472
50261,2.2249223846259127
50262,1.7185258140542028
50263,1.810109426271179
50264,0.9751175832708006
50265,1.608133988391221
50266,1.8191805031972095
50267,2.4521755507177856
50268,1.912638185937893
50269,1.6188527090222795
50270,2.2328542063295282
50271,2.032805307099669
50272,2.095655950418132
50273,2.227264270205399
50274,2.0781060471277844
50275,1.328458657551408
50276,2.156683633891534
50277,1.658463823479221
50278,1.6156372314583902
50279,1.6894734618599108
50280,2.0620043881553727
50281,1.5584022921736183
50282,2.2294474513644866
50283,2.0476045363564244
50284,1.7658461360996078
50285,1.5501283412634397
50286,1.7376495769033458
50287,2.662556798899888
50288,2.33155704413209
50289,1.5812797130445722
50290,2.051065365536559
50291,2.541610715701322
50292,1.5333496538867784
50293,2.3962692573308115
50294,1.5813420721293685
50295,1.8000953523577472
50296,2.4180056637919876
50297,1.7728883645615667
50298,2.0551633501669366
50299,2.254480132540742
50300,1.748627910632099
50301,1.8239274779324015
50302,2.2132609252706708
50303,1.9371102189849072
50304,1.7351789497405203
50305,1.07708445278565
50306,1.3196617460664934
50307,2.0277987829185484
50308,2.0670379709339692
50309,1.3465783224923964
50310,2.3559815854281254
50311,1.7553267898221292
50312,2.245054007656889
50313,2.2893827657772494
50314,1.6241393744133008
50315,1.7047775667703204
50316,1.388381911111713
50317,1.4082273129866625
50318,2.282734054697487
50319,2.0400516164986646
50320,2.236716303431745
50321,2.2227216946185355
50322,2.4134941509584977
50323,1.3761811081985926
50324,1.9601578672246616
50325,1.8768510151356899
50326,1.9402542147113846
50327,1.7635665176439148
50328,1.7747211165232901
50329,1.8735721797071174
50330,1.9922278284698494
50331,2.1011312601097405
50332,1.569356087540494
50333,1.7354977446704036
50334,1.859998543978584
50335,1.6103245563914452
50336,1.955180621113739
50337,1.0353879499726784
50338,2.020575639828251
50339,1.6918203512699517
50340,1.7058307337844827
50341,1.407389185125977
50342,1.969563110288341
50343,1.3505678398917085
50344,1.7119859066217913
50345,2.2049507468866087
50346,1.0706805018059495
50347,2.1685520475236335
50348,2.2218021030066204
50349,1.2339286733161536
50350,2.1744423418253103
50351,1.8663587300395443
50352,1.6639692473623606
50353,1.412179752200636
50354,1.2975182962950855
50355,1.5052108852662847
50356,1.9058267295903462
50357,1.9767930289315627
50358,2.0474600439168924
50359,1.6841822687487111
50360,1.9060047438077672
50361,1.8167719624872447
50362,1.6873849186134073
50363,1.6678921180077273
50364,1.6637193641070667
50365,1.5679471234194127
50366,2.3053359590928286
50367,1.5667226699144225
50368,2.286531281302617
50369,2.373377917810493
50370,2.564762508651711
50371,2.128924571563849
50372,2.0012849620112005
50373,1.8355122764279863
50374,1.7262967504367515
50375,1.8654095623503828
50376,2.1090091239081383
50377,1.34336129432012
50378,2.1044567263450684
50379,1.8226011026406752
50380,1.863412679693294
50381,1.743011567599595
50382,2.206395791531895
50383,2.030787957382162
50384,2.0070905582516243
50385,2.2597632381762764
50386,1.3261006586275395
50387,2.203716104989304
50388,1.6955815128356093
50389,2.1325655468492704
50390,1.422558990935972
50391,2.0808789982035334
